pm25,pm10,o3,co,no2,so2
16.0,50.49769938650307,13.342837973834284,0.549119275289381,12.752390538500253,1.0
21.0,50.5,13.343844347534384,0.5490555275960409,12.749706425096461,1.0
26.0,50.502300613496935,13.344850721234485,0.5489917799027009,12.74702231169267,1.0
30.0,50.50460122699387,13.345857094934585,0.5489280322093608,12.74433819828888,1.0
31.0,50.5069018404908,13.346863468634686,0.5488642845160208,12.741654084885088,1.0
29.0,50.50920245398773,13.347869842334786,0.5488005368226807,12.738969971481296,1.0
27.0,50.51150306748466,13.348876216034888,0.5487367891293407,12.736285858077505,1.0
26.0,50.513803680981596,13.349882589734989,0.5486730414360007,12.733601744673713,1.0
29.0,50.51610429447853,13.35088896343509,0.5486092937426607,12.730917631269921,1.0
27.0,50.51840490797546,13.35189533713519,0.5485455460493206,12.728233517866132,1.0
28.0,50.520705521472394,13.35290171083529,0.5484817983559805,12.72554940446234,1.0
28.0,50.52300613496932,13.35390808453539,0.5484180506626405,12.722865291058548,1.0
25.0,50.52530674846626,13.354914458235491,0.5483543029693005,12.720181177654757,1.0
22.857142857142858,50.52760736196319,13.355920831935592,0.5482905552759605,12.717497064250965,1.0
20.714285714285715,50.52990797546012,13.356927205635692,0.5482268075826204,12.714812950847174,1.0
18.57142857142857,50.532208588957054,13.357933579335793,0.5481630598892804,12.712128837443382,1.0
16.42857142857143,50.53450920245399,13.358939953035893,0.5480993121959403,12.709444724039592,1.0
14.285714285714286,50.53680981595092,13.359946326735994,0.5480355645026003,12.7067606106358,1.0
12.142857142857142,50.53911042944785,13.360952700436094,0.5479718168092602,12.704076497232009,1.0
10.0,50.54141104294479,13.361959074136195,0.5479080691159202,12.701392383828217,1.0
12.0,50.543711656441715,13.362965447836297,0.5478443214225801,12.698708270424426,1.0
13.0,50.54601226993865,13.363971821536397,0.54778057372924,12.696024157020634,1.0
10.0,50.548312883435585,13.364978195236498,0.5477168260359,12.693340043616844,1.0
12.0,50.55061349693251,13.365984568936598,0.5476530783425599,12.690655930213053,1.0
16.0,50.55291411042945,13.366990942636699,0.5475893306492199,12.687971816809261,1.0
19.0,50.55521472392638,13.3679973163368,0.5475255829558798,12.68528770340547,1.0
24.0,50.55751533742331,13.3690036900369,0.5474618352625399,12.682603590001678,1.0
29.0,50.559815950920246,13.370010063737,0.5473980875691998,12.679919476597886,1.0
31.0,50.56211656441718,13.3710164374371,0.5473343398758598,12.677235363194097,1.0
31.0,50.56441717791411,13.372022811137203,0.5472705921825197,12.674551249790305,1.0
33.0,50.566717791411044,13.373029184837304,0.5472068444891797,12.671867136386513,1.0
33.0,50.56901840490798,13.374035558537404,0.5471430967958397,12.669183022982722,1.0
31.0,50.57131901840491,13.375041932237504,0.5470793491024997,12.66649890957893,1.0
34.0,50.57361963190184,13.376048305937605,0.5470156014091596,12.663814796175139,1.0
35.0,50.57592024539878,13.377054679637705,0.5469518537158196,12.661130682771349,1.0
34.0,50.578220858895705,13.378061053337806,0.5468881060224795,12.658446569367557,1.0
33.0,50.58052147239264,13.379067427037906,0.5468243583291394,12.655762455963766,1.0
35.0,50.582822085889575,13.380073800738007,0.5467606106357994,12.653078342559974,1.0
31.0,50.5851226993865,13.381080174438107,0.5466968629424593,12.650394229156182,1.0
25.0,50.58742331288344,13.382086548138208,0.5466331152491193,12.64771011575239,1.0
23.0,50.58972392638037,13.383092921838308,0.5465693675557792,12.645026002348601,1.0
23.0,50.5920245398773,13.384099295538409,0.5465056198624392,12.64234188894481,1.0
21.0,50.594325153374236,13.38510566923851,0.5464418721690991,12.639657775541018,1.0
20.0,50.59662576687117,13.386112042938612,0.5463781244757591,12.636973662137226,1.0
21.0,50.5989263803681,13.387118416638712,0.546314376782419,12.634289548733435,1.0
26.0,50.60122699386503,13.388124790338813,0.546250629089079,12.631605435329643,1.0
30.0,50.60352760736196,13.389131164038913,0.546186881395739,12.628921321925853,1.0
36.0,50.605828220858896,13.390137537739013,0.546123133702399,12.626237208522062,1.0
40.0,50.60812883435583,13.391143911439114,0.5460593860090589,12.62355309511827,1.0
41.0,50.61042944785276,13.392150285139214,0.5459956383157188,12.620868981714478,1.0
45.0,50.612730061349694,13.393156658839315,0.5459318906223788,12.618184868310687,1.0
44.0,50.61503067484662,13.394163032539415,0.5458681429290388,12.615500754906895,1.0
44.0,50.61733128834356,13.395169406239518,0.5458043952356988,12.612816641503105,1.0
45.0,50.61963190184049,13.396175779939618,0.5457406475423587,12.610132528099314,1.0
46.0,50.62193251533742,13.397182153639719,0.5456768998490187,12.607448414695522,1.0
46.0,50.624233128834355,13.39818852733982,0.5456131521556786,12.60476430129173,1.0
41.0,50.62653374233129,13.39919490103992,0.5455494044623386,12.602080187887939,1.0
34.0,50.62883435582822,13.40020127474002,0.5454856567689985,12.599396074484147,1.0
27.0,50.63113496932515,13.40120764844012,0.5454219090756585,12.596711961080356,1.0
23.0,50.63343558282209,13.402214022140221,0.5453581613823184,12.594027847676566,1.0
18.0,50.635736196319016,13.403220395840322,0.5452944136889784,12.591343734272774,1.0
13.0,50.63803680981595,13.404226769540422,0.5452306659956383,12.588659620868983,1.0
10.0,50.640337423312886,13.405233143240523,0.5451669183022982,12.585975507465191,1.0
8.0,50.642638036809814,13.406239516940623,0.5451031706089582,12.5832913940614,1.0
6.0,50.64493865030675,13.407245890640723,0.5450394229156181,12.580607280657608,1.0
5.0,50.647239263803684,13.408252264340824,0.5449756752222781,12.577923167253818,1.0
4.0,50.64953987730061,13.409258638040926,0.5449119275289381,12.575239053850026,1.0
5.0,50.65184049079755,13.410265011741027,0.5448481798355981,12.572554940446235,1.0
7.0,50.65414110429448,13.411271385441127,0.544784432142258,12.569870827042443,1.0
9.0,50.65644171779141,13.412277759141228,0.544720684448918,12.567186713638652,1.0
11.0,50.658742331288344,13.413284132841328,0.5446569367555779,12.56450260023486,1.0
16.0,50.66104294478528,13.414290506541429,0.544593189062238,12.56181848683107,1.0
19.0,50.66334355828221,13.415296880241529,0.5445294413688979,12.559134373427279,1.0
19.0,50.66564417177914,13.41630325394163,0.5444656936755579,12.556450260023487,1.0
18.0,50.66794478527608,13.41730962764173,0.5444019459822178,12.553766146619695,1.0
15.0,50.670245398773005,13.418316001341832,0.5443381982888778,12.551082033215904,1.0
16.0,50.67254601226994,13.419322375041933,0.5442744505955377,12.548397919812112,1.0
17.0,50.674846625766875,13.420328748742033,0.5442107029021976,12.545713806408322,1.0
17.0,50.6771472392638,13.421335122442134,0.5441469552088576,12.54302969300453,1.0
19.0,50.67944785276074,13.422341496142234,0.5440832075155175,12.54034557960074,1.0
19.0,50.68174846625767,13.423347869842335,0.5440194598221775,12.537661466196948,1.0
23.0,50.6840490797546,13.424354243542435,0.5439557121288374,12.534977352793156,1.0
26.0,50.686349693251536,13.425360617242536,0.5438919644354974,12.532293239389364,1.0
27.0,50.68865030674847,13.426366990942636,0.5438282167421573,12.529609125985575,1.0
26.0,50.6909509202454,13.427373364642737,0.5437644690488173,12.526925012581783,1.0
25.0,50.693251533742334,13.428379738342837,0.5437007213554773,12.524240899177991,1.0
24.0,50.69555214723927,13.429386112042938,0.5436369736621373,12.5215567857742,1.0
21.0,50.6978527607362,13.430392485743038,0.5435732259687972,12.518872672370408,1.0
22.0,50.70015337423313,13.431398859443139,0.5435094782754571,12.516188558966617,1.0
19.0,50.70245398773006,13.43240523314324,0.5434457305821171,12.513504445562827,1.0
19.0,50.704754601226995,13.433411606843341,0.5433819828887771,12.510820332159035,1.0
22.0,50.70705521472393,13.434417980543442,0.5433182351954371,12.508136218755244,1.0
24.0,50.70935582822086,13.435424354243542,0.543254487502097,12.505452105351452,1.0
27.0,50.71165644171779,13.436430727943643,0.543190739808757,12.50276799194766,1.0
26.0,50.71395705521472,13.437437101643743,0.5431269921154169,12.500083878543869,1.0
28.0,50.716257668711656,13.438443475343844,0.5430632444220769,12.497399765140079,1.0
29.0,50.71855828220859,13.439449849043944,0.5429994967287368,12.494715651736287,1.0
35.0,50.72085889570552,13.440456222744045,0.5429357490353968,12.492031538332496,1.0
39.0,50.72315950920245,13.441462596444147,0.5428720013420567,12.489347424928704,1.0
38.0,50.72546012269939,13.442468970144247,0.5428082536487167,12.486663311524913,1.0
39.0,50.727760736196316,13.443475343844348,0.5427445059553766,12.483979198121121,1.0
40.0,50.73006134969325,13.444481717544448,0.5426807582620365,12.48129508471733,1.0
37.0,50.732361963190186,13.445488091244549,0.5426170105686965,12.47861097131354,1.0
35.0,50.734662576687114,13.44649446494465,0.5425532628753564,12.475926857909748,1.0
35.0,50.73696319018405,13.44750083864475,0.5424895151820164,12.473242744505956,1.0
35.0,50.739263803680984,13.44850721234485,0.5424257674886764,12.470558631102165,1.0
33.0,50.74156441717791,13.44951358604495,0.5423620197953364,12.467874517698373,1.0
33.0,50.74386503067485,13.450519959745051,0.5422982721019963,12.465190404294582,1.0
35.0,50.74616564417178,13.451526333445152,0.5422345244086563,12.462506290890792,1.0
38.0,50.74846625766871,13.452532707145252,0.5421707767153162,12.459822177487,1.0
39.0,50.750766871165645,13.453539080845353,0.5421070290219763,12.457138064083209,1.0
37.0,50.75306748466258,13.454545454545453,0.5420432813286362,12.454453950679417,1.0
34.0,50.75536809815951,13.455551828245556,0.5419795336352962,12.451769837275625,1.0
30.0,50.75766871165644,13.456558201945656,0.5419157859419561,12.449085723871834,1.0
29.0,50.75996932515338,13.457564575645756,0.541852038248616,12.446401610468044,1.0
30.0,50.762269938650306,13.458570949345857,0.541788290555276,12.443717497064252,1.0
30.0,50.76457055214724,13.459577323045957,0.5417245428619359,12.44103338366046,1.0
29.0,50.766871165644176,13.460583696746058,0.5416607951685959,12.43834927025667,1.0
30.0,50.769171779141104,13.461590070446158,0.5415970474752558,12.435665156852878,1.0
32.0,50.77147239263804,13.462596444146259,0.5415332997819158,12.432981043449086,1.0
37.0,50.773773006134974,13.46360281784636,0.5414695520885757,12.430296930045296,1.0
41.0,50.7760736196319,13.464609191546462,0.5414058043952357,12.427612816641505,1.0
44.0,50.77837423312884,13.465615565246562,0.5413420567018956,12.424928703237713,1.0
46.0,50.78067484662577,13.466621938946663,0.5412783090085556,12.422244589833921,1.0
45.0,50.7829754601227,13.467628312646763,0.5412145613152155,12.41956047643013,1.0
43.0,50.785276073619634,13.468634686346864,0.5411508136218756,12.416876363026338,1.0
40.0,50.78757668711657,13.469641060046964,0.5410870659285355,12.414192249622548,1.0
38.0,50.7898773006135,13.470647433747065,0.5410233182351954,12.411508136218757,1.0
33.0,50.79217791411043,13.471653807447165,0.5409595705418554,12.408824022814965,1.0
34.0,50.79447852760736,13.472660181147265,0.5408958228485153,12.406139909411174,1.0
34.0,50.796779141104295,13.473666554847366,0.5408320751551754,12.403455796007382,1.0
37.0,50.79907975460123,13.474672928547466,0.5407683274618353,12.40077168260359,1.0
40.0,50.80138036809816,13.475679302247567,0.5407045797684953,12.3980875691998,1.0
42.0,50.80368098159509,13.476685675947667,0.5406408320751552,12.395403455796009,1.0
44.0,50.80598159509202,13.477692049647768,0.5405770843818152,12.392719342392217,1.0
44.0,50.808282208588956,13.47869842334787,0.5405133366884751,12.390035228988426,1.0
42.0,50.81058282208589,13.47970479704797,0.5404495889951351,12.387351115584634,1.0
42.0,50.81288343558282,13.480711170748071,0.540385841301795,12.384667002180842,1.0
39.0,50.815184049079754,13.481717544448172,0.540322093608455,12.381982888777053,1.0
35.0,50.81748466257669,13.482723918148272,0.5402583459151149,12.379298775373261,1.0
33.0,50.81978527607362,13.483730291848373,0.5401945982217748,12.37661466196947,1.0
30.0,50.82208588957055,13.484736665548473,0.5401308505284348,12.373930548565678,1.0
30.0,50.82438650306749,13.485743039248574,0.5400671028350947,12.371246435161886,1.0
34.0,50.826687116564415,13.486749412948674,0.5400033551417547,12.368562321758095,1.0
38.0,50.82898773006135,13.487755786648776,0.5399396074484147,12.365878208354303,1.0
41.0,50.831288343558285,13.488762160348877,0.5398758597550747,12.363194094950513,1.0
46.0,50.83358895705521,13.489768534048977,0.5398121120617346,12.360509981546722,1.0
46.0,50.83588957055215,13.490774907749078,0.5397483643683946,12.35782586814293,1.0
45.0,50.83819018404908,13.491781281449178,0.5396846166750545,12.355141754739138,1.0
47.0,50.84049079754601,13.492787655149279,0.5396208689817146,12.352457641335347,1.0
48.0,50.842791411042946,13.49379402884938,0.5395571212883745,12.349773527931555,1.0
47.0,50.84509202453988,13.49480040254948,0.5394933735950345,12.347089414527765,1.0
47.0,50.84739263803681,13.49580677624958,0.5394296259016944,12.344405301123974,1.0
49.0,50.84969325153374,13.49681314994968,0.5393658782083544,12.341721187720182,1.0
51.0,50.85199386503068,13.497819523649781,0.5393021305150143,12.33903707431639,1.0
52.0,50.854294478527606,13.498825897349882,0.5392383828216742,12.336352960912599,1.0
56.0,50.85659509202454,13.499832271049982,0.5391746351283342,12.333668847508807,1.0
56.0,50.858895705521476,13.500838644750083,0.5391108874349941,12.330984734105018,1.0
51.0,50.861196319018404,13.501845018450185,0.5390471397416541,12.328300620701226,1.0
45.0,50.86349693251534,13.502851392150285,0.538983392048314,12.325616507297434,1.0
41.0,50.865797546012274,13.503857765850386,0.538919644354974,12.322932393893643,1.0
37.0,50.8680981595092,13.504864139550486,0.5388558966616339,12.320248280489851,1.0
34.0,50.87039877300614,13.505870513250587,0.5387921489682939,12.31756416708606,1.0
33.0,50.87269938650307,13.506876886950687,0.5387284012749538,12.31488005368227,1.0
31.0,50.875,13.507883260650788,0.5386646535816139,12.312195940278478,1.0
31.0,50.877300613496935,13.508889634350888,0.5386009058882738,12.309511826874687,1.0
32.0,50.87960122699387,13.509896008050989,0.5385371581949338,12.306827713470895,1.0
36.0,50.8819018404908,13.510902381751091,0.5384734105015937,12.304143600067103,1.0
36.0,50.88420245398773,13.511908755451191,0.5384096628082536,12.301459486663312,1.0
41.0,50.88650306748466,13.512915129151292,0.5383459151149137,12.298775373259522,1.0
46.0,50.888803680981596,13.513921502851392,0.5382821674215736,12.29609125985573,1.0
48.0,50.89110429447853,13.514927876551493,0.5382184197282336,12.293407146451939,1.0
51.0,50.89340490797546,13.515934250251593,0.5381546720348935,12.290723033048147,1.0
52.0,50.895705521472394,13.516940623951694,0.5380909243415535,12.288038919644356,1.0
50.0,50.89800613496932,13.517946997651794,0.5380271766482134,12.285354806240564,1.0
48.0,50.90030674846626,13.518953371351895,0.5379634289548734,12.282670692836774,1.0
47.0,50.90260736196319,13.519959745051995,0.5378996812615333,12.279986579432983,1.0
45.0,50.90490797546012,13.520966118752096,0.5378359335681933,12.277302466029191,1.0
44.0,50.907208588957054,13.521972492452196,0.5377721858748532,12.2746183526254,1.0
42.0,50.90950920245399,13.522978866152297,0.5377084381815131,12.271934239221608,1.0
38.0,50.91180981595092,13.523985239852397,0.5376446904881731,12.269250125817816,1.0
39.0,50.91411042944785,13.5249916135525,0.537580942794833,12.266566012414026,1.0
43.0,50.91641104294479,13.5259979872526,0.537517195101493,12.263881899010235,1.0
43.0,50.918711656441715,13.5270043609527,0.537453447408153,12.261197785606443,1.0
43.0,50.92101226993865,13.528010734652801,0.537389699714813,12.258513672202652,1.0
38.0,50.923312883435585,13.529017108352901,0.5373259520214729,12.25582955879886,1.0
35.0,50.92561349693251,13.530023482053002,0.5372622043281329,12.253145445395068,1.0
35.0,50.92791411042945,13.531029855753102,0.5371984566347928,12.250461331991277,1.0
36.0,50.93021472392638,13.532036229453203,0.5371347089414529,12.247777218587487,1.0
39.0,50.93251533742331,13.533042603153305,0.5370709612481128,12.245093105183695,1.0
42.0,50.934815950920246,13.534048976853406,0.5370072135547728,12.242408991779904,1.0
47.0,50.93711656441718,13.535055350553506,0.5369434658614327,12.239724878376112,1.0
51.0,50.93941717791411,13.536061724253607,0.5368797181680927,12.23704076497232,1.0
55.0,50.941717791411044,13.537068097953707,0.5368159704747526,12.234356651568529,1.0
57.0,50.94401840490798,13.538074471653808,0.5367522227814125,12.231672538164739,1.0
58.0,50.94631901840491,13.539080845353908,0.5366884750880725,12.228988424760947,1.0
